PosScore,NegScore,SynsetTerms
0.00,0.00,aecial
0.00,0.00,aeciospore
0.00,0.00,aecium
0.00,0.00,aegates_isles aegadean_isles
0.00,0.00,aegean
0.00,0.00,aegean_culture aegean_civilization aegean_civilisation
0.00,0.00,aegean_island
0.00,0.00,aegean_sea aegean
0.00,0.00,aegina
0.00,0.00,aegisthus
0.00,0.00,aegospotamos aegospotami
0.13,0.00,aegyptopithecus
0.00,0.00,aeneas
0.00,0.00,aeneid
0.00,0.00,aeolian
0.00,0.00,aeolis aeolia
0.00,0.00,aeolus
0.00,0.00,aerate activate
0.00,0.00,aerated
0.00,0.00,aeration
0.00,0.00,aerator
0.00,0.00,aerial
0.00,0.00,aerial_ladder
0.00,0.00,aerial_torpedo
0.00,0.00,aerialist
0.00,0.00,aerially
0.00,0.00,aerides
0.00,0.00,aeriferous
0.00,0.00,aerobacter_aerogenes
0.13,0.00,aerobe
0.50,0.00,aerobic
0.00,0.00,aerobics aerobic_exercise
0.00,0.00,aerobiosis
0.00,0.00,aerobiotic
0.00,0.00,aerodontalgia
0.00,0.00,aerodynamic
0.00,0.00,aerodynamic_force
0.00,0.00,aerolite
0.00,0.00,aerolitic
0.00,0.00,aerological
0.00,0.00,aerology
0.00,0.00,aeromechanic
0.00,0.00,aeromechanics aerodynamics
0.00,0.00,aeromedical
0.00,0.00,aeronautical aeronautic
0.00,0.00,aeronautical_engineer
0.00,0.00,aeronautical_engineering
0.00,0.00,aerophagia
0.00,0.00,aerophilatelic
0.00,0.00,aerophilately
0.00,0.00,aerophile
0.00,0.00,aerophilous aerophilic aerobic
0.00,0.00,aerosol
0.00,0.00,aerosolize aerosolise
0.00,0.00,aerosolized aerosolised
0.00,0.00,aerospace
0.00,0.00,aerospace_engineer
0.00,0.00,aertex
0.00,0.00,aeschylean
0.00,0.00,aeschylus
0.00,0.00,aeschynanthus
0.00,0.00,aesir
0.00,0.13,aesop
0.00,0.00,aesop's_fables
0.00,0.00,aether
0.13,0.00,afar
0.00,0.13,afeared afeard
0.00,0.00,afebrile
0.00,0.00,affairs
0.07,0.07,affect
0.38,0.00,affected
0.00,0.38,affectedly
0.13,0.63,affectedness
0.00,0.00,afferent
0.00,0.00,affiant
0.00,0.00,affidavit
0.00,0.00,affiliate
0.00,0.00,affiliation
0.00,0.00,affine
0.00,0.00,affine affinal
0.00,0.00,affine_geometry
0.00,0.00,affine_transformation
0.00,0.00,affined
0.13,0.16,affinity
0.00,0.00,affirm
0.19,0.00,affirmation
0.38,0.00,affirmative
0.00,0.00,affirmative_action
0.00,0.00,affirmative_pleading
0.25,0.00,affirmatively
0.75,0.00,affirmativeness
0.50,0.00,affirmatory affirmative
0.00,0.00,affirmed
0.00,0.00,affix
0.00,0.00,affixation
0.13,0.00,affixed
0.00,0.00,affixial affixal
0.50,0.00,afflatus
0.13,0.63,afflict
0.00,0.63,affliction
0.00,0.00,affluent
0.00,0.00,afford
0.00,0.00,afforestation
0.00,0.00,affrication
0.00,0.00,affricative affricate_consonant affricate
0.00,0.00,affusion
0.00,0.00,afghan
0.00,0.00,afghan_hound afghan
0.00,0.00,afghan_monetary_unit
0.00,0.00,afghani
0.00,0.00,afghanistani afghan
0.00,0.00,afghanistani afghani afghan
0.00,0.50,afibrinogenemia
0.00,0.00,aficionado
0.00,0.00,afield abroad
0.00,0.00,afield
0.00,0.00,aflatoxin
0.00,0.00,afloat
0.00,0.00,afoot
0.10,0.60,afraid
0.00,0.00,africa
0.00,0.00,african
0.00,0.00,african_daisy
0.00,0.00,african_mahogany
0.00,0.00,african_nation african_country
0.00,0.00,africander
0.00,0.00,afrikaner afrikaans
0.13,0.13,afro_hairdo afro
0.00,0.00,afro-american african-american
0.00,0.00,afro-asian
0.00,0.25,afro-wig
0.00,0.00,aft
0.00,0.00,after
0.00,0.13,after_a_fashion
0.00,0.13,after_all
0.00,0.25,after_hours
0.00,0.00,afterbirth
0.00,0.00,afterburner
0.00,0.00,aftercare
0.00,0.00,afterdamp
0.00,0.00,afterdeck
0.00,0.00,aftereffect
0.25,0.00,afterglow
0.00,0.00,after-hours
0.00,0.00,aftermost
0.00,0.00,afternoon
0.00,0.00,afterpains
0.00,0.00,afterpiece
0.00,0.00,after-school
0.00,0.00,aftersensation afterimage
0.00,0.00,aftershaft
0.00,0.00,aftershafted
0.00,0.00,after-shave_lotion after-shave
0.00,0.00,aftershock
0.13,0.13,aftertaste
0.00,0.63,afterthought
0.00,0.00,afterworld
0.00,0.00,against_time against_the_clock
0.00,0.00,agal
0.00,0.50,agalactosis agalactia
0.00,0.00,agama
0.00,0.00,agamemnon
0.00,0.00,agamete
0.00,0.00,agamid_lizard agamid
0.00,0.63,agammaglobulinemia
0.50,0.00,agape
0.50,0.00,agape_love agape
0.00,0.00,agar-agar agar
0.00,0.00,agaric
0.00,0.00,agate
0.00,0.00,agateware
0.00,0.00,agave_tequilana
0.00,0.00,agdistis
0.13,0.00,age
0.00,0.00,age_class
0.00,0.00,age_limit
0.38,0.25,age_norm
0.00,0.38,age_of_consent
0.00,0.00,aged
0.38,0.25,agelessness
0.00,0.00,agelong
0.00,0.00,agency
0.00,0.00,agenda_item
0.00,0.13,agenesis agenesia
0.00,0.00,agenize agenise
0.17,0.00,agent
0.00,0.00,agent_bank
0.00,0.00,agent_orange
0.00,0.00,agential
0.00,0.00,agent-in-place
0.00,0.00,agentive_role agent
0.13,0.00,agerasia
0.00,0.00,ageratum
0.00,0.00,age-related
0.00,0.00,agglomerate
0.00,0.00,agglomeration
0.00,0.00,agglomerator
0.00,0.00,agglutinate
0.00,0.00,agglutination
0.00,0.00,agglutination agglutinating_activity
0.00,0.25,agglutination_test
0.00,0.00,agglutinative agglutinate
0.00,0.00,agglutinin
0.00,0.00,agglutinogen
0.00,0.00,aggrade
0.13,0.25,aggravated
0.00,0.38,aggravated_assault
0.00,0.00,aggravatingly
0.00,0.04,aggregate
0.17,0.21,aggression
0.50,0.00,aggressive
0.38,0.50,aggressiveness
0.00,0.38,aggressiveness aggression
0.00,0.00,aggressor
0.00,0.00,aggrieve
0.00,0.38,aggro
0.00,0.00,agha aga
0.00,0.00,agincourt
0.13,0.00,agism ageism
0.00,0.32,agitated
0.00,0.00,agitated_depression
0.04,0.29,agitation
0.00,0.00,agitprop
0.13,0.00,aglaia
0.00,0.00,agni
0.00,0.00,agnomen
0.25,0.50,agnosia
0.00,0.00,agnostic
0.38,0.00,agnostical agnostic
0.00,0.00,agnosticism
0.00,0.00,agnus_dei
0.00,0.00,ago
0.63,0.00,agog
0.00,0.00,agon
0.13,0.25,agonadal
0.00,0.25,agonal
0.00,0.00,agone ago
0.00,0.00,agonic_line
0.00,0.00,agonist
0.00,0.00,agonistic
0.00,0.76,agonize agonise
0.00,0.75,agonized agonised
0.00,0.00,agony_aunt
0.00,0.00,agony_column
0.00,0.00,agora
0.00,0.00,agoraphobia
0.00,0.75,agoraphobic
0.00,0.00,agra
0.00,0.25,agranulocytic
0.00,0.50,agrapha
0.00,0.00,agraphic
0.38,0.06,agree
0.32,0.00,agreeable
0.75,0.00,agreeableness agreeability
0.13,0.00,agreement accord
0.00,0.00,agreement
0.25,0.25,agrestic
0.00,0.00,agricultural
0.00,0.00,agricultural_labourer agricultural_laborer
0.00,0.00,agriculture
0.00,0.00,agrigento acragas
0.00,0.00,agrimony agrimonia
0.00,0.00,agrippina_the_elder agrippina
0.00,0.00,agrippina_the_younger agrippina
0.00,0.00,agrobacterium_tumefaciens
0.00,0.00,agrobiological agrobiologic
0.00,0.00,agrobiology
0.00,0.00,agrological agrologic
0.00,0.00,agrology
0.13,0.25,agromania
0.00,0.00,agronomical agronomic
0.00,0.00,agronomist
0.00,0.00,aground
0.00,0.00,agrypnia
0.00,0.00,agrypnotic
0.38,0.13,ague
0.00,0.00,ague acute_accent acute
0.13,0.50,aguish
0.00,0.00,ahab
0.13,0.00,ahead
0.00,0.00,ahead_of_the_game
0.13,0.00,ahimsa
0.00,0.38,ahistorical
0.00,0.00,ahorseback ahorse
0.13,0.50,ahriman
0.38,0.00,ahura
0.00,0.00,aide-de-camp aide adjutant
0.00,0.00,aids acquired_immune_deficiency_syndrome
0.00,0.00,aigina aegina
0.00,0.00,aiglet aglet
0.00,0.00,aigrette aigret
0.00,0.00,aiguilette aiglet aglet
0.00,0.00,aikido
0.00,0.88,ail
0.00,0.00,ailanthus
0.00,0.00,aileron
0.13,0.13,ailurophobia
0.00,0.00,aim
0.25,0.00,aimlessly
0.00,0.00,air
0.00,0.00,air_alert
0.00,0.00,air_attache
0.00,0.00,air_bag
0.00,0.00,air_bubble
0.00,0.00,air_combat_command acc
0.00,0.00,air_compressor
0.00,0.00,air_conditioning air_conditioner
0.00,0.00,air_corps
0.00,0.00,air_cover
0.00,0.00,air_cushion
0.00,0.00,air_defense
0.00,0.00,air_filter air_cleaner
0.00,0.00,air_force_academy
0.00,0.00,air_force_isr air_force_intelligence_surveillance_and_reconnaissance afisr
0.00,0.00,air_force_research_laboratory afrl
0.00,0.00,air_force_space_command afspc
0.00,0.00,air_group
0.00,0.00,air_hole
0.00,0.00,air_horn
0.00,0.00,air_mail
0.00,0.00,air_mass
0.00,0.00,air_mattress
0.00,0.00,air_medal
0.00,0.13,air_out air aerate
0.00,0.00,air_pollution
0.00,0.00,air_raid air_attack
0.00,0.00,air_reconnaissance
0.00,0.00,air_sac
0.00,0.00,air_search_radar
0.00,0.00,air_spring air_cushion
0.00,0.00,air_station air_base
0.00,0.00,air_traffic
0.00,0.00,air_transportation air_transport
0.00,0.00,air_transportation_system
0.00,0.00,air_traveller air_traveler
0.00,0.00,air_unit
0.00,0.00,air_wave
0.00,0.00,air_well air_shaft
0.00,0.00,airborne
0.00,0.00,airborne_patrol
0.00,0.00,airborne_transmission
0.00,0.00,airbrake
0.00,0.00,air-breathing
0.00,0.00,airbrush
0.00,0.00,airburst
0.00,0.00,airbus
0.00,0.00,air-condition
0.00,0.00,air-conditioned
0.00,0.00,air-cool air-condition
0.00,0.00,air-cooled
0.00,0.00,aircraft
0.00,0.00,aircraft_engine
0.00,0.00,aircraftsman aircraftman
0.00,0.00,aircrew air_crew
0.00,0.00,aircrewman
0.00,0.13,air-dried
0.00,0.00,airdrop
0.00,0.00,air-drop
0.00,0.63,air-dry
0.00,0.13,airedale_terrier airedale
0.00,0.00,airfare
0.00,0.25,air-filled
0.00,0.00,airforce air_force
0.00,0.00,airframe
0.00,0.00,airfreight air-ship air-freight
0.00,0.00,airgun air_rifle air_gun
0.00,0.00,airhead
0.00,0.00,airiness
0.00,0.00,airing
0.00,0.00,airing_cupboard
0.00,0.00,air-intake
0.00,0.00,airlike aeriform
0.00,0.00,airline air_hose
0.00,0.00,airliner
0.00,0.00,airlock air_lock
0.00,0.00,airmail
0.00,0.00,airmail_letter air_letter aerogramme aerogram
0.00,0.00,airmailer
0.00,0.00,airplane_landing aircraft_landing
0.00,0.00,airplane_mechanics
0.00,0.00,airport_terminal air_terminal
0.00,0.00,airpost airmail
0.00,0.00,airsickness air_sickness
0.00,0.50,air-slake
0.00,0.00,airspace air_space
0.00,0.00,airspace
0.00,0.00,airspeed
0.00,0.00,airstream
0.13,0.38,airtight air-tight
0.00,0.00,air-to-air
0.00,0.00,air-to-air_missile
0.00,0.00,air-to-surface air-to-ground
0.00,0.00,air-to-surface_missile air-to-ground_missile
0.00,0.00,airwave air
0.00,0.00,airway air_passage air_duct
0.00,0.00,airway airline_business airline
0.00,0.00,airworthiness
0.13,0.00,airworthy
0.00,0.13,airy aired
0.13,0.00,airy
0.00,0.00,aisle
0.00,0.00,aitchbone
0.00,0.13,ajar
0.00,0.00,ajax
0.00,0.00,akan
0.00,0.38,akaryote akaryocyte acaryote
0.00,0.00,akee ackee
0.00,0.00,aken aix-la-chapelle aachen
0.00,0.00,akhbari
0.00,0.00,akimbo
0.13,0.13,akinesis akinesia
0.38,0.38,akinetic_epilepsy
0.00,0.00,akkadian
0.00,0.00,akko akka acre accho
0.00,0.00,akron
0.00,0.00,akwa'ala
0.13,0.00,al_dente
0.00,0.00,al_nathir
0.00,0.00,ala
0.00,0.00,alabama
0.00,0.00,alabama_river alabama
0.00,0.00,alabamian alabaman
0.00,0.00,alabaster
0.13,0.13,alabastrine alabaster
0.50,0.00,alacritous
0.00,0.00,aladdin
0.00,0.00,aladdin's_lamp
0.00,0.63,alalia
0.00,0.00,alamo
0.00,0.00,aland_islands ahvenanmaa aaland_islands
0.00,0.00,alanine
0.00,0.00,alaric
0.00,0.00,alarm_clock alarm
0.00,0.63,alarmed
0.00,0.50,alarming
0.50,0.13,alarmingly
0.00,0.13,alarmism
0.00,0.13,alarmist
0.00,0.00,alaska_peninsula
0.00,0.00,alaska_range
0.00,0.00,alaskan
0.00,0.00,alated alate
0.00,0.00,alb
0.00,0.00,albacore
0.00,0.00,albanian
0.00,0.00,albanian_monetary_unit
0.00,0.00,albany
0.00,0.00,albatrellus_dispansus
0.00,0.00,alberta
0.00,0.00,albescent
0.00,0.00,albigensian
0.00,0.63,albinism
0.00,0.00,albino
0.00,0.50,albinotic albinistic albinic albinal
0.25,0.00,albion
0.00,0.00,albitic
0.00,0.00,albizzia albizia
0.00,0.00,alborg aalborg
0.00,0.00,albuca
0.00,0.00,albuginea
0.00,0.00,album
0.00,0.00,albumin albumen
0.00,0.00,albuminous
0.00,0.00,albuminuric
0.00,0.00,albuquerque
0.00,0.00,alcaeus
0.00,0.00,alcaic_verse alcaic
0.00,0.00,alcalde
0.00,0.00,alcazar
0.00,0.00,alchemical alchemic
0.13,0.00,alchemist
0.00,0.00,alchemistical alchemistic
0.00,0.00,alchemize alchemise
0.00,0.00,alchemy
0.00,0.00,alcibiades
0.00,0.00,alcohol
0.00,0.00,alcohol_radical alcohol_group
0.00,0.00,alcohol_thermometer alcohol-in-glass_thermometer
0.00,0.00,alcoholic
0.00,0.00,alcoholic alcohol-dependent
0.00,0.00,alcoholics_anonymous aa
0.00,0.00,alcoholism_abuse alcoholic_abuse alcohol_abuse
0.00,0.13,alcoholize
0.00,0.13,alcoholize alcoholise
0.00,0.13,alcohol-soluble
0.00,0.00,aldebaran
0.00,0.00,aldehyde
0.00,0.00,aldehyde_radical aldehyde_group
0.00,0.00,aldehydic
0.00,0.00,alder
0.00,0.25,alder_blight
0.00,0.00,alder_tree alder
0.00,0.00,alderman
0.00,0.00,aldermanly aldermanic
0.00,0.00,aldohexose
0.00,0.00,aldol aldehyde-alcohol
0.00,0.13,aldol_reaction
0.00,0.00,aldose
0.00,0.00,aldosterone
0.00,0.00,ale
0.13,0.00,aleatory
0.00,0.00,aleatory_contract
0.00,0.00,alecto
0.00,0.00,alee
0.00,0.00,alehouse
0.00,0.00,alembic
0.00,0.00,aleph
0.00,0.13,aleph-zero aleph-null aleph-nought
0.00,0.00,alert alarm
0.00,0.13,alerting alert
0.25,0.00,alertly
0.00,0.00,alertness alerting
0.00,0.00,alethic_logic
0.00,0.00,aletris_farinosa ague_root ague_grass
0.00,0.00,aleurone
0.00,0.00,aleuronic
0.00,0.00,aleut
0.00,0.00,aleutian
0.00,0.00,aleutian aleut
0.00,0.00,aleutians aleutian_islands
0.00,0.00,alewife
0.00,0.00,alexander_archipelago
0.00,0.00,alexander_the_great alexander
0.00,0.00,alexandria
0.00,0.00,alexandrian
0.00,0.00,alexandrine
0.00,0.00,alexandrite
0.00,0.13,alexic
0.00,0.00,alfalfa
0.00,0.00,alfalfa_sprout
0.00,0.00,alfred_the_great alfred
0.00,0.25,algae alga
0.00,0.00,algal
0.00,0.00,algarrobilla algarroba algarobilla
0.00,0.13,algebra
0.00,0.00,algebraic_language
0.00,0.00,algebraic_number
0.00,0.00,algebraical algebraic
0.25,0.00,algebraically
0.00,0.00,algebraist
0.00,0.00,algerian
0.00,0.00,algerian_centime
0.00,0.00,algerian_monetary_unit
0.00,0.00,algeripithecus_minutus
0.00,0.00,algid
0.75,0.25,algidity
0.00,0.00,algiers algerian_capital
0.00,0.00,alginic_acid algin
0.25,0.25,algoid
0.00,0.00,algol
0.00,0.13,algolagnic
0.00,0.00,algometer
0.00,0.00,algometrical algometric
0.00,0.25,algometry
0.00,0.00,algonkin algonkian
0.00,0.00,algonquin algonquian
0.00,0.00,algonquin algonquian algonkian
0.00,0.00,algonquin algonquian_language algonquian
0.00,0.63,algophilia algolagnia
0.00,0.63,algophobia
0.00,0.88,algophobic
0.00,0.00,algorism
0.00,0.50,algorithm_error
0.00,0.00,algorithmic
0.00,0.00,algorithmic_language
0.00,0.00,algorithmic_rule algorithmic_program algorithm
0.00,0.00,al-hakim
0.00,0.00,alhambra
0.00,0.00,ali
0.00,0.00,ali_baba
0.00,0.07,alibi
0.00,0.00,alicyclic_compound
0.00,0.00,alidade alidad
0.00,0.00,alien_absconder
0.00,0.00,alienable
0.00,0.00,alienate alien
0.00,0.00,alienate
0.00,0.75,alienating
0.00,0.26,alienation
0.00,0.50,alienation_of_affection
0.00,0.38,alienator
0.00,0.25,alienism
0.25,0.63,alienism alienage
0.00,0.25,alienist
0.00,0.00,alienor
0.00,0.25,align
0.00,0.00,aligned
0.00,0.00,alignment
0.50,0.00,alike
0.00,0.00,alimentary_tract_smear
0.00,0.00,alimentative
0.00,0.00,a-line
0.00,0.00,aliphatic
0.00,0.00,aliphatic_compound
0.00,0.63,aliquant_part aliquant
0.13,0.13,aliquot
0.13,0.13,aliquot_part aliquot
0.00,0.00,a-list
0.00,0.00,aliterate_person aliterate
0.38,0.00,alive
0.00,0.00,alive active
0.25,0.00,aliyah
0.00,0.00,alizarin_red alizarin_crimson alizarin_carmine
0.00,0.63,alizarin_yellow
0.00,0.00,alizarine alizarin
0.00,0.00,alkahestic
0.00,0.50,alkalemia
0.13,0.38,alkalescent alcalescent
0.00,0.00,alkali
0.00,0.50,alkali_poisoning
0.00,0.00,alkalimetry
0.00,0.00,alkaline alkalic
0.00,0.00,alkaline_earth alkaline-earth_metal
0.00,0.00,alkaline_metal alkali_metal
0.00,0.25,alkaline-loving
0.00,0.00,alkalinity
0.00,0.00,alkalinize alkalinise
0.00,0.00,alkaloid
0.00,0.00,alkaloidal
0.00,0.25,alkalosis
0.25,0.13,alkalotic
0.00,0.00,alkaluria alkalinuria
0.50,0.00,alkaptonuria alcaptonuria
0.00,0.00,alka-seltzer
0.00,0.00,alkyd_resin alkyd
0.00,0.00,alkyl_radical alkyl_group alkyl
0.00,0.00,alkylating_agent
0.00,0.00,alkylbenzene
0.00,0.00,alkylbenzenesulfonate
0.00,0.00,alkylic
0.19,0.00,all
0.00,0.00,all_arounder all-rounder
0.00,0.00,all_clear
0.00,0.00,all_of_a_sudden all_at_once
0.00,0.25,all_the_way
0.00,0.00,all_together all_at_once
0.00,0.00,all_together
0.00,0.00,alla_breve
0.00,0.00,allah
0.00,0.00,allamanda
0.38,0.13,allantoic
0.00,0.00,allantois
0.25,0.00,allargando
0.00,0.13,all-devouring
0.00,0.00,allegation
0.00,0.00,alleged
0.00,0.00,allegedly
0.50,0.00,allegement allegation
0.00,0.00,allegheny_mountains alleghenies
0.00,0.00,allegheny_river allegheny
0.13,0.00,allegiant
0.00,0.00,allegorical allegoric
0.25,0.00,allegorically
0.00,0.00,allegorize allegorise
0.00,0.00,allegorizer allegoriser
0.00,0.00,allegory
0.06,0.19,allegretto
0.10,0.00,allegro
0.50,0.00,allegro_con_spirito
0.00,0.00,allelomorph allele
0.00,0.00,allelomorphic allelic
0.00,0.00,allemande_sauce allemande
0.00,0.00,allen_screw
0.00,0.00,allen_wrench
0.00,0.00,allentown
0.00,0.00,allergen
0.00,0.00,allergenic
0.00,0.63,allergic
0.00,0.00,allergic_eczema
0.00,0.13,allergic_rhinitis
0.00,0.00,allergist
0.00,0.00,allergology
0.00,0.13,allergy allergic_reaction
0.00,0.00,allergy_diet
0.00,0.50,alleviator
0.00,0.63,alley_cat
0.13,0.13,all-fired
0.00,0.00,allhallowtide
0.00,0.19,alliaceous
0.00,0.00,alliaceous_plant
0.00,0.00,alliance
0.00,0.00,allied
0.00,0.00,allied_command_atlantic aclant
0.00,0.00,allied_command_europe ace
0.00,0.00,allies
0.00,0.13,alligator
0.00,0.00,alligator_lizard
0.00,0.00,alligator_wrench
0.00,0.00,alliterate
0.00,0.00,alliterative
0.25,0.00,alliteratively
0.00,0.00,alliterator
0.00,0.00,all-mains
0.00,0.00,all-metal
0.00,0.00,allocation_unit
0.00,0.00,allochronic
0.00,0.00,allochthonous
0.00,0.00,allocution
0.00,0.00,allogamous
0.00,0.00,allogamy
0.00,0.00,allogeneic
0.00,0.00,allograph
0.00,0.00,allographic
0.00,0.25,allomerism
0.00,0.00,allomerous
0.13,0.13,allometric
0.00,0.00,allometry
0.00,0.00,allomorph
0.00,0.00,allomorphic
0.00,0.00,allopathic
0.25,0.25,allopathy
0.00,0.00,allopatric
0.00,0.00,allopatry
0.00,0.00,allophone
0.00,0.00,allophonic
0.00,0.00,all-or-none_law
0.00,0.25,all-or-nothing all-or-none
0.00,0.00,allosaurus allosaur
0.13,0.00,allotment allocation
0.00,0.00,allotrope
0.38,0.00,allotropical allotropic
0.00,0.00,allotropy allotropism
0.00,0.00,allotted
0.00,0.00,allover
0.00,0.00,allow admit
0.00,0.00,allow
0.19,0.19,allowable
0.00,0.00,allowance
0.00,0.00,allowance adjustment
0.00,0.00,alloy
0.25,0.25,alloy admixture
0.00,0.00,alloy_iron alloy_cast_iron
0.00,0.00,alloy_steel
0.00,0.32,alloyed
0.00,0.00,allspice
0.38,0.13,all-time
0.50,0.13,allurement
0.00,0.00,allusion
0.38,0.25,allusive
0.38,0.13,allusiveness
0.00,0.00,alluvial
0.00,0.00,alluvial_fan alluvial_cone
0.00,0.00,alluvial_plain alluvial_flat
0.00,0.00,alluvial_soil
0.00,0.00,alluvion
0.00,0.00,alluvium alluvion alluvial_sediment alluvial_deposit
0.00,0.50,all-victorious
0.00,0.25,all-weather
0.00,0.00,ally
0.00,0.00,ally_with
0.00,0.00,allyl_radical allyl_group allyl
0.00,0.00,allyl_resin
0.00,0.00,allylic
0.00,0.00,alma_mater
0.00,0.00,almanac
0.00,0.00,almandine
0.00,0.00,almandite almandine
0.00,0.00,almaty alma-ata
0.00,0.00,al-ma'unah
0.00,0.00,almond
0.00,0.00,almond_crescent almond_cookie
0.00,0.00,almond_extract
0.00,0.00,almond_tree
0.25,0.00,almond-eyed
0.00,0.25,almond-scented
0.00,0.00,almoravid
0.00,0.50,alms
0.00,0.00,alms_tray alms_dish
0.00,0.00,almsgiver
0.00,0.50,almsgiving alms-giving
0.00,0.00,al-muhajiroun
0.00,0.00,alnico
0.00,0.00,aloe
0.03,0.00,aloft
0.00,0.00,alone
0.00,0.00,along
0.00,0.00,alongside aboard
0.00,0.00,alonso alicia_alonso
0.25,0.00,aloof
0.00,0.00,alopecia
0.00,0.50,alopecia_areata
0.00,0.00,alopecic
0.00,0.00,alosa_alosa allis_shad allis allice_shad allice
0.50,0.00,alp
0.00,0.00,alpaca
0.00,0.00,alpena
0.00,0.00,alpenstock
0.06,0.00,alpha
0.00,0.00,alpha_and_omega
0.00,0.00,alpha_blocker alpha-blocker alpha-adrenergic_blocking_agent alpha-adrenergic_blocker
0.00,0.00,alpha_brass
0.00,0.00,alpha_bronze
0.00,0.00,alpha_crucis
0.00,0.00,alpha_decay
0.00,0.00,alpha_foetoprotein alpha_fetoprotein afp
0.13,0.25,alpha_globulin
0.00,0.00,alpha_iron
0.00,0.00,alpha_particle
0.00,0.38,alpha_privative
0.00,0.00,alpha_ray alpha_radiation
0.00,0.00,alpha_receptor alpha-adrenoceptor alpha-adrenergic_receptor
0.00,0.00,alpha_software
0.00,0.00,alpha_test
0.00,0.00,alpha_wave alpha_rhythm
0.00,0.00,alphabet
0.00,0.19,alphabet_soup
0.00,0.00,alphabetic_writing alphabetic_script
0.00,0.00,alphabetical alphabetic
0.00,0.00,alphabetically
0.00,0.00,alphabetization alphabetisation
0.00,0.00,alphabetize alphabetise
0.00,0.00,alphabetize
0.00,0.00,alphabetized alphabetised
0.00,0.00,alphabetizer alphabetiser
0.00,0.00,alpha-interferon
0.00,0.00,alpha-linolenic_acid
0.00,0.00,alpha-naphthol
0.00,0.00,alphanumerical alphanumeric alphamerical alphameric
0.00,0.00,alphanumerics alphanumeric_characters
0.00,0.00,alpha-tocopheral
0.00,0.00,alphavirus
0.00,0.00,alpine
0.00,0.00,alpine_type_of_glacier alpine_glacier
0.00,0.50,alpinism
0.00,0.50,alpinist
0.00,0.00,al-rashid_trust
0.13,0.00,already
0.38,0.25,alright
0.00,0.00,alright all_right
0.00,0.00,alsatian
0.00,0.00,also_known_as alias a.k.a.
0.00,0.00,alsophila_pometaria
0.00,0.00,alstroemeria
0.00,0.00,altaic
0.00,0.00,altaic_language altaic
0.00,0.00,altair
0.00,0.00,altar
0.13,0.00,altar_boy
0.00,0.00,altay_mountains altai_mountains
0.00,0.00,altazimuth
0.00,0.00,alter
0.00,0.00,alter_ego
0.50,0.25,alterability
0.44,0.19,alterable
0.00,0.13,altered
0.00,0.00,altered adapted
0.00,0.00,alternanthera_philoxeroides alligator_weed alligator_grass
0.00,0.00,alternate
0.00,0.00,alternately
0.00,0.00,alternating
0.00,0.00,alternating alternate
0.00,0.00,alternating_electric_current alternating_current ac
0.00,0.00,alternation
0.07,0.07,alternative
0.00,0.00,alternative_birthing alternative_birth
0.00,0.63,alternative_energy
0.25,0.25,alternative_medicine
0.00,0.00,alternator
0.00,0.00,altimeter
0.50,0.00,altissimo
0.00,0.00,altitude
0.00,0.00,altitude_sickness
0.00,0.00,altitudinal
0.50,0.00,altitudinous
0.00,0.00,alto
0.00,0.00,altocumulus_cloud altocumulus
0.00,0.00,altoist alto_saxophonist
0.00,0.00,altoona
0.00,0.00,altostratus_cloud altostratus
0.00,0.00,altricial
0.00,0.00,alular
0.00,0.00,alum
0.00,0.00,aluminate
0.00,0.00,aluminiferous
0.00,0.00,aluminize aluminise
0.00,0.00,aluminous
0.13,0.00,aluminum_bronze aluminium_bronze
0.00,0.00,aluminum_chloride aluminium_chloride
